title,year,genre,duration,summary,link
גרינלנד: בתנועה,2025,"אסון, מתח, דרמה",כ־115 דק',"📝 תקציר: המשך ישיר לסרט האסון המצליח גרינלנד. משפחת גאריטי יוצאת למסע מסוכן לעבר מקלט בטוח, כאשר כדור הארץ ממשיך להתמוטט ואיומים חדשים צצים בדרך. המאבק לשרוד הופך לקשה יותר, כשהסכנה לא מגיעה רק מהטבע – אלא גם מבני אדם. סרט עוצמתי על הישרדות, משפחה והבחירות הבלתי-אפשריות בקצה העולם.",https://drive.google.com/file/d/14cnYH7_foWe2YCB2qHxU3K44jZP5kKi2/view?usp=drivesdk
המתמחה,2026,"מתח, פעולה, דרמה",כ־115 דק',"📝 תקציר: צעירה שעברה הכשרה חשאית מילדות במסגרת תוכנית סודית בשם “ההתמחות” מחליטה להתקומם נגד המערכת שגידלה אותה. לאחר שנים של שליטה ומניפולציה, היא יוצאת לאתר ולגייס בוגרים נוספים של התוכנית. המטרה: לחשוף את האמת ולהפיל את הארגון מבפנים. אך מפעיליה בסוכנות הביון אינם מוכנים לאפשר דליפת סודות. כשה־CIA משיב מלחמה, המרד הופך למאבק הישרדותי מסוכן שבו אין דרך חזרה.",https://drive.google.com/file/d/1RCQGWuFORYqAvU-wlW0548CpstjZHLOx/view?usp=drivesdk
סינדרלה: הקללה,2024,"אימה, פנטזיה, מתח",כ־95 דק',"📝 תקציר: עיבוד אימה אפל ומעוות לאגדה הקלאסית. סינדרלה חיה בעולם של אכזריות ודיכוי, עד שכוחות אפלים משתחררים בתוכה. במקום חלום ואהבה, נולדת נקמה חסרת רחמים. האגדה המוכרת מתהפכת והופכת לסיוט מצמרר ואלים. הייתה התלבטות קלילה אם לא לעלות היות ויש סצינות לא סצינות, אך בכל זאת עלה. חם בבתי הקולנוע!! הסרט עלה לאקרנים ב-13 בפברואר 2026 (סוף שבוע יום האהבה) וכבר עשה רעש גדול . וכעת גם הגיע לVIP🪬",https://drive.google.com/file/d/12GUTneRF3BV6S4JKc37wGLBB2jKMb924/view?usp=drivesdk
אנקת גבהים,2026,"דרמה, רומנטיקה",136 דק',"📝 תקציר: עיבוד נוסף לרומן הקלאסי והנצחי ""אנקת גבהים"" מאת אמילי ברונט. ""אנקת גבהים"" נחשב עד היום לסיפור האהבה המרגש והמפורסם ביותר בספרות האנגלית. במרכזו ילד נטוש שאומץ על ידי בעליה של אחוזה בשם ""אנקת גבהים"" כאשר במשך שנותיו באחוזה הוא היה קורבן להתעללות ולהשפלה. בבגרותו נוצר קשר אישי ואינטימי בינו לבין קתרין, בתו של בעל הבית, ואהבתם פרחה בלב הערפילים של אדמת אנגליה. ⚠️ אזהרת תוכן: צפייה מומלצת לגילאי 18",https://drive.google.com/file/d/1K2ycdhXaiBGFv5NYA5hHRO-aXc0ZTxK6/view?usp=drivesdk
חבל של אדם מת,2025,דרמת פשע,105 דק',"📝 תקציר: דרמת פשע המבוססת על סיפור אמיתי, בפברואר 1977 נכנס למשרדו של אם-אל הול, נשיא חברת משכנתאות גדולה, לקוח בשם טוני קיריטסיס וחיפש אותו בכדי להתעמת איתו אודות חשד לרמאות. משמתברר לו שהנשיא בחופשה הוא לוכד את בנו, ריצ'רד הול, ולוקח אותו כבן ערובה באמצעות רובה ציד מקוצר שחובר למנגנון ""חוט של אדם מת"" — כבל המחובר מההדק אל צווארו של טוני עצמו, ויוצר קשר עם הרשויות וטוען שהוא יוציאו להורג אם המרמה לא תיחשף ברבים, ומכאן הסיפור רק ילך ויסתבך.",https://drive.google.com/file/d/1H9D64excJatelsI0C608RtdIbd8uHJv8/view?usp=drivesdk
המגנה האחרונה,2025,"פעולה, דרמה, פשע, אימה, פנטזיה, מותחן, מסתורין",כ־92 דק',"📝 תקציר: בעולם פוסט-אפוקליפטי שבו מקור המים המתוקים האחרון הפך למשאב הנדיר ביותר, כוחות שונים נאבקים להשיג שליטה עליו בכל מחיר. אסירה לשעבר הנלחמת על חירותה מוצאת את עצמה מגינה על ילד מסתורי, שעשוי להחזיק במפתח להצלת האנושות. במרוץ נגד הזמן ואל מול אויבים חסרי רחמים, השניים יוצאים למסע הישרדות שבו התקווה והסכנה הולכים יד ביד.",https://drive.google.com/file/d/1yf7mtLoIzS0aj9DomoHnOs92vNDkDf1v/view?usp=drivesdk
"מותק, לא!",2025,"קומדיה, פשע, מותחן, מסתורין",כ־89 דק',"📝 תקציר: האני דונהיו, בלשית פרטית בעיר הקטנה בייקרספילד שבקליפורניה, יוצאת לחקור סדרת רציחות מסתוריות שמובילות אותה אל הכנסייה המקומית. מאחורי הדלתות הסגורות מסתתר מנהיג כת תמהוני ומסוכן, והחקירה הופכת במהרה למסע אפל מלא סודות, מניפולציות ואמת מטרידה. ככל שהיא מתקרבת לפתרון, כך היא מבינה שהמקרה גדול ומסוכן בהרבה ממה שדמיינה. 🔞סצנות בודדות בלבד🔞",https://drive.google.com/file/d/1Li5Ae9BeDNI1FgD4WV2BP_pWX8Z3duCf/view?usp=drivesdk
יופי קטלני,2026,"פעולה, אימה, מותחן",כ־88 דק',"📝 תקציר: חמש רקדניות בלט צעירות בדרכן לתחרות יוקרתית בבודפשט נתקעות בלב יער מבודד לאחר שהאוטובוס שלהן מתקלקל. בלית ברירה הן מוצאות מקלט בפונדק מסתורי שמנוהל על ידי רקדנית עבר מסתורית, אך מהר מאוד מתברר שמשהו שם אינו כשורה. כאשר הסכנה מתגלה במלואה, היריבות ביניהן נעלמת – והן נאלצות להפוך את כישורי הבלט והאימונים הקשוחים לכלי הישרדות קטלני.",https://drive.google.com/file/d/1kWkERILLDAZAaH32MStalEGFe7GS5C7D/view?usp=drivesdk
להעז בגדול,2026,"ז'אנר: פעולה, קומדיה, הרפתקאות, אנימציה, משפחה",כ־100 דק',"📝 תקציר: וויל מקבל הזדמנות חד-פעמית להצטרף לליגת המקצוענים של “רוארבול” – ספורט קשוח ואינטנסיבי הנשלט על ידי החיות החזקות והמהירות ביותר. למרות שחבריו לקבוצה מטילים ספק ביכולותיו, וויל נחוש להוכיח את עצמו ולהראות שלגודל אין משמעות כשיש אומץ ונחישות. בדרך מלאה באתגרים, נפילות וניצחונות, הוא יוצא לשנות את חוקי המשחק ולהגשים חלום גדול מהחיים.",https://drive.google.com/file/d/1SnoDsNY-fUZ53kQvNutiX9GOPj5j2CpV/view?usp=drivesdk
בית מבטחים,,"מותחן, אקשן, דרמה",108 דקות,"🗓 שנת יציאה: 2025 📝 תקציר: מקום מסתור שנועד להגן על אנשים בסכנה הופך למלכודת מסוכנת. כאשר איום בלתי צפוי חודר מבפנים, הדמויות נאלצות להילחם על חייהן. סודות נחשפים, נאמנויות נבחנות והזמן אוזל במהירות. מותחן מתוח ואינטנסיבי שבו אף אחד לא באמת בטוח.",https://drive.google.com/file/d/1o9Kt-6VKDFHBWa7TNeSFgq-hYc-AekXH/view?usp=drivesdk
תחת אש,2025,מותחן פשע / אקשן,91 דק',"📝 תקציר: בעיצומה של עסקת סמים מסוכנת בגבול מקסיקו, נפגשים שני סוחרים, גריף ואבוט, לצורך חילופי סחורה. להפתעתם, במהלך המפגש שניהם חושפים בבת אחת תגי משטרה – גריף מה-FBI ואבוט מה-DEA. השניים מגלים שהם עבדו על אותו תיק מבלי לדעת זה על זה, וכעת עליהם לשתף פעולה כדי לשרוד את המצב שהסתבך.",https://drive.google.com/file/d/1D1LDkHbsMOp0BeQRjHsB1bTUwX0yeCM1/view?usp=drivesdk
הם ירצחו אותך,2026,קומדיית אימה-אקשן,94 דקות,"📝 תקציר: קומדיית אימה-אקשן עם זאזי ביטס (""דדפול 2"", ""אטלנטה""). אסייה ריבס היא אישה שמתחילה לעבוד כסוכנת-בית במגדל קומות בניו יורק, מבלי שהיא מודעת להיסטוריה מוזרה של היעלמויות משונות של בני אדם בבניין. כשהיא מבינה שהקהילה אצלם היא עובדת אפופה במסתורין ואפלה - היא מתחילה לגשש את דרכה הלאה מבעד למסתורין אליו היא נקלעה. האם חייה בסכנה? ה-Digital עדיין לא יצא רשמית. תאריך רשמי הוא: 28/04/2026. נכון לעכשיו, קיימת באינטרנט איכות מצלמה איכותית בלבד. וכמובן דאגנו לכם להינות מהסרט עוד לפני😎",https://drive.google.com/file/d/16YTqsl7z2S2KrcP_TGiNHbIraFMA-1AO/view?usp=drivesdk
הכלה!,2026,דרמת אימה רומנטית,126 דקות,"📝 תקציר: בכל אחד מאיתנו יש מפלצת. ""הכלה!"" – הוא פרשנות נועזת ושוברת מוסכמות לאחד הסיפורים המרתקים ביותר בעולם. פרנקנשטיין הבודד, נוסע לשיקגו בשנות ה-30 של המאה שעברה כדי לבקש מהמדענית פורצת הדרך, ד""ר יופרוניוס, ליצור עבורו בת זוג. השניים מחיים אישה צעירה שנרצחה, ו-""הכלה"" נולדת. מה שמתרחש לאחר מכן עולה על כל דמיון: רצח! דיבוק! תנועה תרבותית פרועה ורדיקלית! ואוהבים פורעי חוק ברומן פראי ונפיץ! יהיה מפלצתי.",https://drive.google.com/file/d/174Q3mF9DP8Yu3v4E9Bnuq3-bzQUVWrOD/view?usp=drivesdk
בדם קר,2025,מותחן פעולה,98 דק',"📝 תקציר: אלמנה נוסעת לבדה בשלגי מינסוטה העמוקים כדי לפזר את אפר בעלה המת. בדרך היא נתקלת בנערה מתבגרת שבורחת באימה מהג'יפ של שני גברים מוזרים. והיא מחליטה להסתיר אותה ברכב שלה, אבל הגברים מגלים את זה במהירות – ופותחים במרדף שלג קטלני. אבל מהר היא מבינה שהיא לא יכולה לסמוך על המשטרה, שעות רחוקה, ועם דלק הולך ואוזל, היא חייבת להפוך מאשלה אבלה ללוחמת הישרדות – כי אם הגברים תופסים אותן, לאף אחת לא תהיה הזדמנות שנייה.",https://drive.google.com/file/d/19pECx09BT8SOQBaZHndCzgm67Op1cT_g/view?usp=drivesd
צעקה 7,2026,"אימה, מסתורין",כ־114 דק',"📝 תקציר: הפרק השביעי בסדרת האימה האייקונית מחזיר את סידני פרסקוט לחזית הסיוט. כאשר רוצח חדש במסכת גוסטפייס מופיע בעיירה השקטה שבה בנתה חיים חדשים, האימה חוזרת לרדוף אותה – והפעם גם את משפחתה. כאשר בתה הופכת למטרה, סידני נאלצת להתמודד עם הפחדים מהעבר ולצאת לעימות אחרון במטרה לשים סוף למעגל הדמים.",https://drive.google.com/file/d/1i0C6zlXsB16SxReezqhe5qlUtXT0PgyS/view?usp=drivesd
פשע 101,2026,מותחן פשע,140 דק',"📝 תקציר: מותחן פשע עם כריס המסוורת' (""תור"", ""טיילר רייק: חילוץ"") והאלי בארי (""אישה חתול""), המספר את סיפורו של גנב תכשיטים חמקמק שסדרת השודים שלו הותירה את המשטרה נבוכה. כשהוא מכוון ל""מכה של חייו"", דרכו מצטלבת עם ברוקרית ביטוח מיואשת שניצבת בצומת דרכים משלה. בלש עיקש, המשוכנע שפיצח את דפוס הפעולה, סוגר עליהם ומעלה את רף הסיכון. ככל שהשוד מתקרב, הגבול בין הצייד לניצוד מיטשטש, ושלושתם נאלצים להתמודד עם בחירות מעצבות חיים — ולהבין שאין דרך חזרה.",https://drive.google.com/file/d/1EelIpzW8TXSSzezW2GorBtfKjHKyINlY/view?usp=drivesdk
סיפורם של שני פרקליטים,2025,מותחן פשע (היסטורי),118 דק',"📝 תקציר: מותחן פשע רוסי המבוסס על אירועים אמיתיים. ברית המועצות, 1937. אלפי מכתבים של אסירים שנעצרו על ידי המשטר הקומוניסטי ללא סיבה ומבקשים להשתחרר נשרפים בחדר קטן, במטרה להעלימם לנצח. אבל איכשהו, נגד כל הסיכויים, מכתב אחד מוצא את דרכו לשולחנו של תובע צעיר ורודף צדק, אלכסנדר קורנב. המסע מלא המכשולים של קורנב לחשוף את האמת – שביב של תקווה במציאות אפלה – יוביל אותו עד מוסקבה, למשרדו של היועץ המשפטי לממשלת סטלין.",https://drive.google.com/file/d/15txdhFSN2SY4Md6w2XZ_X38ZLkED3Ow0/view?usp=drivesdk
זה עובד?,2025,"דרמה, קומדיה",121 דק',"📝 תקציר: כשהנישואים שלהם מתפרקים, אלכס ניצב מול משבר אמצע החיים וגירושין מתקרבים ומחפש משמעות חדשה בסצנת הקומדיה של ניו יורק. בעוד טס מתמודדת עם הוויתורים שעשתה למען המשפחה. כל אלה מאלצים אותם לנווט בין הורות משותפת, זהות, והשאלה האם אהבה יכולה לקבל צורה חדשה.",https://drive.google.com/file/d/1CjthXSunMz0B9qoihCMh0sNHfpaRTWbE/view?usp=drivesdk
הצילו,2026,מותחן / קומדיה שחורה / הישרדות,113 דק',"📝 תקציר: שני עמיתים לעבודה מוצאים את עצמם תקועים על אי שומם כשם הניצולים היחידים מהתרסקות מטוס. על האי הם נאלצים להתגבר על משקעים מהעבר ולעבוד יחד כדי לשרוד. אך בסופו של דבר זה הופך לקרב של רצונות ותבונה, עם נגיעות של הומור שחור, כדי לשרוד ולצאת משם בחיים.",https://drive.google.com/file/d/1E90CwZRJNyAkl10lSfpsHE1-YXyEqKbe/view?usp=drivesdk
תוצאה,2026,קומדיה שחורה,83 דקות,"📝 תקציר: קומדיה שחורה בכיכובם של קיאנו ריבס, קמרון דיאז ומאט בומר. ריף הוק, כוכב הוליוודי אהוב שבמשך ארבעה עשורים היה שחקן הפעולה החביב על אמריקה, מסתיר מהציבור התמכרות להרואין שממנה נגמל לפני חמש שנים. כשעורך הדין האישי שלו מגלה שמישהו מנסה לסחוט אותו באמצעות סרטון מביך מהעבר, ריף יוצא למסע וידויים ופיוס נואש עם כל מי שפגע בו לאורך השנים, בניסיון לזהות את הסחטן לפני שהקריירה והדימוי הציבורי שלו יתפוצצו לו בפנים.",https://drive.google.com/file/d/1rHBJmJ7S13wHAK-xgKzzFsB6hQhyQe_I/view?usp=drivesdk
אווטאר: אש ואפר,2025,פעולה / הרפתקאות / מדע בדיוני,197 דקות,"📝 תקציר: סדרת ה""אווטאר"" המצליחה בעולם שעשתה מהפכה בעולם תלת המימד חוזרת בסרט שלישי ומרגש. ג'יימס קמרון מחזיר את הקהל לפנדורה בהרפתקה סוחפת חדשה עם ג'ייק סאלי, נחת לשעבר שהפך למנהיג נאווי, הלוחמת נאווית נייטירי ומשפחת סאלי.",https://drive.google.com/file/d/1tNZxunHBHofugP3SkElHjF_iPMlxogml/view?usp=drivesdk
סרט פיצה,2026,קומדיית נעורים,92 דק',"📝 תקציר: קומדיית נעורים עם גייטן מטרצו (דסטין ב""דברים מוזרים""). ג'ק, סטודנט ביישן לביולוגיה בשנה א', נגרר על ידי שותפו לחדר המעונות, מונטגומרי (שון ג'יאמברונה, אדם מ""הגולדברגים""), לנסות סם הזיה ניסיוני. כשהפיצה שהזמינו מגיעה עם רחפן ללובי המעונות, שתי קומות מתחתיהם, מתחיל מסע מטורף וסוריאליסטי במורד המדרגות – עם החלפות גוף, ראשים מתפוצצים, הזיות פרועות ופרפר דיגיטלי תוקפני בקולו של דניאל רדקליף. הדרך היחידה לנטרל את השפעת הסם היא לאכול את הפיצה, אבל ההגעה אליה מתגלה כמשימה בלתי אפשרית.",https://drive.google.com/file/d/1_s_6I9rTWETsZk4wnkFdR1XkPE4N7Dvp/view?usp=drivesdk
הפלישה,2026,מותחן אימה,83 דק',"📝 תקציר: מותחן אימה בכיכובה של פיבי דיינבור (""ברידג'רטון"") ודג'ימון הונסו (""גלדיאטור""), המשלב בין הוריקן הרסני ללהקת כרישים רעבים בעיירת חוף אחת. כשסופה אדירה מכה בעיירה שלווה, הנחשולים מציפים את הרחובות והבתים והופכים את המקום לזירת הישרדות קודרת, שבה שורדים מעטים נאלצים להיאבק לא רק במים המתרוממים ובהריסות שנסחפות סביבם, אלא גם בטורפים ימיים שמצאו את דרכם היישר לרחובות המוצפים.",https://drive.google.com/file/d/1SOOiXgXRae7-ZSkWTk2P91eyA1CcMksB/view?usp=drivesdk
השיגעון שלנו,2025,קומדיה רומנטית,97 דק',"📝 תקציר: קומדיה רומנטית מקורית המאפשרת הצצה למתרחש בראשיהם של פייר ולארה במהלך הדייט הראשון שלהם. במהלך הערב נכיר את הקולות השונים בראש שלהם ואת הדמויות המרכיבות את אישיותם. ""השגעון שלנו"" מפגיש אותנו עם האינסטינקטיביות, הרומנטיות, הרציונליות והקפריזיות שיש בכל אחד מאיתנו והקונפליקטים ביניהם. בואו להתאהב ולגלות את ההיגיון בשיגעון שלנו.",https://drive.google.com/file/d/1epx2iUtQpwXm6wtR2fNWsmqRh3qDrZkK/view?usp=drivesdk
פרא,2026,פעולה / הרפתקאות / מותחן,95 דק',📝 תקציר: סרט פעולה והרפתקאות. אישה אבלה בוחנת את גבולותיה במסע הרפתקני לבדה בערבות הפרא של אוסטרליה ונגררת למשחק מעוות מול רוצח ערמומי שרואה בה טרף.,https://drive.google.com/file/d/1wjva2ZyC8bOil2U5SwGnih6ntv5CIcii/view?usp=drivesdk
אש הגיהינום,2026,מותחן אקשן,95 דק',"📝 תקציר: מותחן אקשן עם סטיבן לאנג (""אוואטר"", ""בית דוד"") ודולף לונדנגרן (""חייל אוניברסלי""). נווד מסתורי המגיע לעיירה קטנה ומרוחקת, מוצא את עצמו בלב מאבק הישרדות. התושבים המקומיים נתונים תחת שלטון אימים של בוס פשע אכזרי וחסר רחמים השולט ביד רמה בכל המתרחש באזור. כשהוא מבין שאיש אינו מעז להתקומם, הנווד מחליט לקחת את החוק לידיים ולצאת למלחמה חזיתית כדי לשחרר את העיירה מהאחיזה הקטלנית של המאפיה.",https://drive.google.com/file/d/1VPGJo_kx-ziTtd55S-WTlYueqglT1Y60/view?usp=drivesdk
עדה לרצח,2025,מותחן פשע-אקשן,96 דק',"📝 תקציר: מותחן פשע-אקשן קנדי, עם מייקה מונרו (""היד שמנענעת את העריסה"" 2025), הלן האנט (""משתגעים מאהבה"") ואחרים. לאחר שחרורה מהכלא, אווה נחושה בדעתה לפתוח דף חדש ולהשאיר את עברה הפלילי מאחור. אך התקווה לחיים שקטים מתנפצת באכזריות כאשר אחותה התאומה נרצחת לנגד עיניה. כעדה יחידה לאירוע הקטלני, אווה מוצאת את עצמה נרדפת על ידי רוצחים חסרי רחמים. כעת, כשהיא לבדה במערכה ואין לה למי לפנות, היא נאלצת לצאת למרוץ הישרדות מסחרר ולהשתמש בכל הכישורים מהעבר שקיוותה לשכוח רק כדי להישאר בחיים.",https://drive.google.com/file/d/10OS1nrzuE4n9YP0VdHYWmaT2NQtIYEJK/view?usp=drivesdk
האגדה של אנג: כשף האוויר האחרון,2026,אנימציה / הרפתקאות / פנטזיה,99 דק',"📝 תקציר: סרט המשך לסדרת האנימציה ""אווטאר: כשף האוויר האחרון"". אווטאר אנג וחבריו מחפשים תשובות לשאלות המרחפות סביב בית הזיקוק המסתורי, זה שהוקם על אדמה המקודשת להם. בזמן שטוף מתעמתת עם אבא שלה ומנסה להבין את הקשרים שלו עם אותו בית זיקוק, אנג עובר לעולם הרוחות, שם מתגלה לו סוד מפתיע ומסוכן מאוד, שעומד להשפיע עליו ועל כל הסובבים אותו. הסרט היה אמור לצאת בתאריך: 09/10/2026 -> אך בעקבות הדלפה שאינה תלויה בדבר, הסרט הופץ לרשתות, וכעת נחת ב VIP :)",https://drive.google.com/file/d/1XZsyGgCQAjru8Ozshk57fP4ybOrFSajs/view?usp=drivesdk
בחזרה לסיילנט היל,2026,אימה,106 דק',"📝 תקציר: הסרט השלישי בסאגת האימה, המשך לסרטי ""Silent Hill"" מהשנים 2006 ו-2012. כאשר ג'יימס מקבל מכתב מסתורי מאהובתו האבודה מרי, הוא נשאב חזרה לסיילנט היל - עיירה שהייתה פעם מוכרת לו וכעת היא אכולה על ידי אפלה. בעודו מחפש אחריה, ג'יימס מתמודד עם יצורים מפלצתיים וחושף אמת מעוררת אימה שתדחוק אותו אל קצה גבול השפיות.",https://drive.google.com/file/d/1Et19UrwBuvRq1ov5HiA29vnLy4-sMfuL/view?usp=drivesdk
להרוג את האמונה,2025,"מערבון, מותחן",108 דק',"📝 תקציר: סרט מתח מערבון, עם דוונדה וייז (""עולם היורה: עולם חדש""), ביל פולמן (""היום השלישי"") וגאי פירס (""ממנטו""), העוקב אחר סיפורו של רופא אלמן המלווה שפחה משוחררת ובתה במסע ברחבי המערב הפרוע. מטרתם היא למצוא מרפא באמונה הרחק משם. במהלך המסע, הרופא מתמודד עם אמונתה של האם כי בתה אחוזת דיבוק, בעוד הוא עצמו חושד שמדובר במחלה, וזאת על רקע העובדה המצמררת שכל דבר שהילדה נוגעת בו – מת.",https://drive.google.com/file/d/1VIZPuDe9gUc1cEfmVdcMg4zFx27L3-2Z/view?usp=drivesdk
סופר צ'ארלי,2024,אנימציה / הרפתקאות / קומדיה,82 דק',"📝 תקציר: אנימציית הרפתאות צרפתית לכל המשפחה. וילי בן ה-10 תמיד חלם להיות גיבור-על ולהילחם בפושעים יחד עם4 אביו השוטר. אבל החלום שלו מתנפץ כשנולד אחיו הקטן, צ'ארלי. פתאום כל תשומת הלב מופנית אליו… ואז הוא מגלה את הדבר הכי מטורף: לצ'רלי יש כוחות-על! עכשיו ווילי יצטרך לקחת החלטה: האם הוא ימשיך להסתכל בצד ולקנא, או שהוא ינצל את ההזדמנות ויצא להרפתקה הכי גדולה של חייו – ביחד עם אחיו הקטן! סרט מצחיק, סוחף, מרגש ומלא אקשן על גיבורי על אמיתיים – ולאו דווקא אלו שמצפים להם.",https://drive.google.com/file/d/1hODhlayS0FWHVc4iwe9ZNsPO1tF-f12l/view?usp=drivesdk
המעניש: חיסול אחרון,2026,גיבורי על / אקשן / מותחן,50 דק',"📝 תקציר: ספיישל מארוול בכיכובו של ג'ון ברנת'ל, השב לגלם את דמותו של המעניש. פרנק קאסל, הויג'ילנט האלים שטרף את מנהטן בשתי עונות של ""המעניש"" וב""דרדוויל: נולד מחדש"", מנסה למצוא חיים שקטים בלי נקמה ובלי אלימות, אבל כוח בלתי צפוי מושך אותו בחזרה לקרב. עלילת הספיישל מתרחשת במקביל לעלילת העונה השנייה של ""דרדוויל: נולד מחדש"".",https://drive.google.com/file/d/19M1mAh0ClQ6qLL-ETtLhZES2mN-yYuJC/view?usp=drivesdk
פרויקט הייל מרי,2026,קומדיה בדיונית אפלה (מדע בדיוני),156 דק',"📝 תקציר: קומדיה בדיונית אפלה המבוססת על רב המכר הנודע ""פרויקט הייל מרי"". ריאן גוסלינג חוזר למסך ונכנס לנעליו של מורה למדעים שמתעורר על סיפון חללית, במרחק שנות אור מהבית, ללא כל זיכרון לגבי זהותו או איך הגיע לשם. ככל שזיכרונו מתחיל לשוב אליו, הוא מבין כי יש לו משימה והיא- לפענח את החומר המסתורי שגורם לשמש לגווע. 🗓️ תאריך ה- Digital הוקדם ביומיים צפייה מהנה לכולם😎",https://drive.google.com/file/d/123MiakFTQOZJtqCSf86BpQX01XJZxTEB/view?usp=drivesdk
מי שעומד מאחורי 2,2026,אימה / מותחן / אקשן,108 דק',"📝 תקציר: אחרי ששרדה את המתקפה מצד משפחת לה-דומאס, גרייס מגלה שהיא עלתה לשלב הבא במשחק הסיוטי – והפעם לצד אחותה פיית' שהקשר איתה נותק. לגרייס יש הזדמנות אחת לשרוד, לשמור על אחותה בחיים ולתבוע את הכס העליון במועצה ששולטת בעולם. ארבע משפחות יריבות מנסות לצוד אותה בשביל הכס, ומי שתנצח – תשלוט בהכל.",https://drive.google.com/file/d/1NOsrUR9H7TnjuAMo9j9p2ApjR6Cypsr7/view?usp=drivesdk
סופר מריו גלקסי – הסרט,2026,אנימציה / הרפתקאות / קומדיה,98 דק',"📝 תקציר: סרט אנימציה המבוסס על עולמם של האחים סופר מריו, ומהווה סרט המשך ל""האחים סופר מריו: הסרט"", שיצא לאקרנים ב-2023 והכניס יותר מ-1.3 מיליארד דולר ברחבי העולם. את הסרט מפיקים כריס מלדנדרי מאולפני אילומייניישן (Illumination) האחראים על להיטי ענק כמו ""גנוב על הירח"", ""המיניונים"" ""לשיר"" ועוד. כריס פראט, צ'ארלי דיי וג'ק בלאק חוזרים לתפקידיהם האייקונים כמריו, לואיג'י ובאוזר, יחד עם דמויות חדשות וכוכבים חדשים.",https://drive.google.com/file/d/1cVeuCPBgQWEY51IDwscB6MIQkKT9VGDD/view?usp=drivesdk
הם ירצחו אותך,2026,קומדיית אימה-אקשן,94 דק',"📝 תקציר: קומדיית אימה-אקשן עם זאזי ביטס (""דדפול 2"", ""אטלנטה""). אסייה ריבס היא אישה שמתחילה לעבוד כמנקה במגדל דירות יוקרתי בניו יורק, מבלי שהיא מודעת להיסטורית היעלמויות משונות של בני אדם בבניין. כשהיא מבינה שהקהילה אצלם היא עובדת אפופה במסתורין ואפלה - היא מתחילה לגשש את דרכה הלאה מבעד למסתורין אליו היא נקלעה. האם חייה בסכנה?",https://drive.google.com/file/d/11oi6KpPOaIu1enJCZvWyeYo7F8TKye29/view?usp=drivesdk
מזכרת ממנו / Reminders Of Him,2026,דרמה רומנטית,114 דק',"📝 תקציר: חדש בקולנוע! דרמה רומנטית מהיוצרים של 'איתנו זה נגמר' ו-'להתחרט עליך'. לאחר שבע שנות מאסר, בחורה צעירה חוזרת לעיר הולדתה כדי להתאחד עם בתה שמעולם לא הכירה ולשקם את חייה. אלא שרומן סודי ומפתיע עם כוכב פוטבול לשעבר משבש את תוכניותיה.",https://drive.google.com/file/d/1uDOEmoUAhuvgngR0xaNuxzeDUdUDtkKj/view?usp=drivesdk
ג'ק ראיין: מלחמת צללים,2026,מותחן ריגול / אקשן,105 דק',"📝 תקציר: מותחן ריגול המהווה המשך ישיר לסדרה בת ארבע העונות. ריאן (ג'ון קרזינסקי) נגרר בעל כורחו חזרה לעולם הריגול כשמשימה סמויה בינלאומית חושפת קנונייה מסוכנת ומאלצת אותו להתעמת עם יחידת מבצעים סודית שפועלת כנגדו. במרוץ נגד הזמן, ריאן מתאחד מחדש עם עמיתיו לשעבר מהסי-איי-איי, מייק נובמבר וג'יימס גריר ויחדיו הם יוצאים להשיב מלחמה נגד הקושרים.",https://drive.google.com/file/d/1LfqgaIAeDF63FvOi2JHyLYpIZ7vtTt1o/view?usp=drivesdk
נשים בראש,2026,קומדיה,90 דק',"📝 תקציר: קומדיה עם סשה ברון כהן (ברון, הדיקטטור) ורוזמונד פייק (ג'ק ריצ'ר, ג'וני אינגליש 2,3). רודף נשים יהיר אך כריזמטי מתעורר בעולם מקביל שנשלט בידי נשים ומגלה שחייו המרופדים בכסף, בשררה ובסטוצים השתנו מן הקצה אל הקצה.",https://drive.google.com/file/d/1UUPZv_ypL6PFdpOfxIkZlGyNjnf0mVuZ/view?usp=drivesdk
מומיה,2026,אימה / מותחן על-טבעי,134 דק',"📝 תקציר: במדבר המרוחק של מצרים, עיתונאית חוקרת נעלמת בנסיבות מסתוריות בזמן שחקרה כת חדשה ומסוכנת. שמונה שנים לאחר מכן, בתה הצעירה, קייטי, מופיעה לפתע על סף ביתה של המשפחה, ללא כל זיכרון מהיכן הגיעה או היכן שהתה. אבל עם שובה חוזר משהו אפל ואלים איתה – משהו עתיק שלא נשאר בקבר. המשפחה המפורקת, שעדיין מתמודדת עם השבר והכעס, נאלצת להתאחד מול כוח מיסטי שמשתלט על קייטי לאט-לאט, והופך אותה כלי בידי קללה בת מאות שנים.",https://drive.google.com/file/d/1uYkBmSHVHhP2Na5F-IWxRVtgO9dSdUbA/view?usp=drivesdk
